"FORMULARIO";"C_001_01";"C_001_02";"C_001_03";"C_001_04";"C_001_05";"C_001_06";"C_001_07";"C_001_08";"C_001_09";"C_001_10";"C_001_11";"C_001_12";"C_001_13";"C_001_77";"C_001_77_A";"C_001_77_B";"C_001_77_C";"C_001_PLACA";"C_001_88";"F_EXP"
"1402";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"00";1;0;5,40
"1404";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;37,17
"1405";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;1;93,61
"1406";0;0;0;1;0;0;0;0;0;0;2;0;0;0;"0";"0";"0";1;0;39,18
"1407";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;44,51
"1409";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"00";"00";"0";0;0;320,26
"1410";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"00";0;0;20,71
"1411";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"00";"0";"0";0;0;6,44
"1412";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;9,75
"1413";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;39,06
"1414";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"00";"0";"00";0;0;10,24
"1415";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"00";"0";"00";1;0;52,80
"1416";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"00";0;0;19,99
"1417";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"00";"0";"00";0;0;19,21
"1418";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;30,46
"1419";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";1;0;17,96
"1420";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;57,89
"1421";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;25,02
"1422";1;0;0;1;0;0;0;0;0;0;0;0;0;;;;;2;0;57,13
"1424";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;42,13
"1425";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;42,70
"1426";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"00";0;0;24,59
"1429";0;0;0;0;0;0;0;0;0;1;0;0;0;0;"0";"0";"0";0;0;27,61
"1430";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;57,34
"1431";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"00";"00";0;0;15,71
"1432";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;11,68
"1433";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;239,07
"1434";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"00";"0";"0";1;0;43,54
"1437";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;10,97
"1438";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;57,55
"1439";1;0;0;0;0;0;0;0;0;0;0;1;0;;;;;1;0;24,49
"1440";1;0;0;0;0;0;0;0;0;0;0;1;0;;;;;1;0;25,46
"1441";1;0;0;1;0;0;0;0;0;0;1;0;0;;;;;2;0;26,44
"1442";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;13,52
"1443";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;11,18
"1444";1;0;0;0;0;0;0;0;0;0;0;2;0;;;;;1;0;15,30
"1445";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;19,43
"1446";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;83,95
"1448";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;36,91
"1449";1;0;0;1;0;0;0;0;0;0;0;0;0;;;;;2;0;206,58
"1452";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;29,63
"1453";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;85,95
"1459";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;64,53
"1464";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;19,47
"1466";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;42,34
"1467";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;40,05
"1468";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"00";"0";"0";1;0;10,22
"1469";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"00";"0";;1;0;96,38
"1470";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;11,99
"1472";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;13,11
"1473";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;214,97
"1474";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;17,22
"1475";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;18,26
"1476";2;0;0;1;0;0;0;0;0;0;0;0;0;;;;;3;0;117,32
"1478";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;53,71
"1479";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";0;0;18,71
"1480";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;18,74
"1481";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;112,90
"1482";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;18,24
"1483";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;43,74
"1485";2;0;0;0;0;0;0;0;0;0;0;0;0;;;;;2;0;121,19
"1486";0;2;0;0;0;0;0;0;0;0;0;0;0;;;;;2;0;140,01
"1487";2;0;0;0;0;0;0;0;0;0;0;0;0;;;;;2;0;110,91
"1489";1;1;0;0;0;0;0;0;0;0;0;0;0;;;;;2;0;134,73
"1490";2;3;0;0;0;0;0;0;0;0;0;0;0;;;;;5;0;85,44
"1491";3;0;0;0;0;0;0;0;0;0;0;0;0;;;;;3;0;86,47
"1494";3;0;0;0;0;0;0;0;0;0;0;0;0;;;;;3;0;101,01
"1495";2;0;0;0;0;0;0;0;0;0;0;0;0;;;;;2;0;43,74
"1496";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;65,36
"1497";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;19,18
"1498";0;1;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;19,68
"1499";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;19,68
"1500";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;98,44
"1501";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"00";1;0;105,46
"1502";1;0;0;1;0;0;0;0;0;0;0;1;0;0;"0";"0";"0";2;0;22,69
"1503";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;54,95
"1504";1;0;0;1;0;0;0;0;0;0;0;0;0;;;;;2;0;98,02
"1505";2;0;0;0;0;0;0;0;0;0;0;0;0;;;;;2;0;79,98
"1506";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;65,16
"1507";2;0;0;0;0;0;0;0;0;0;0;0;0;;;;;2;0;83,16
"1508";2;0;0;0;0;0;0;0;0;0;0;0;0;;;;;2;0;66,79
"1509";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;60,18
"1510";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;84,31
"1511";1;0;0;0;0;0;0;0;0;0;0;1;0;;;;;1;0;88,55
"1512";0;1;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;15,08
"1513";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;23,29
"1514";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;10,97
"1515";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;23,29
"1516";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;60,18
"1517";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;40,77
"1519";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;51,55
"1520";2;0;0;0;0;0;0;0;0;0;0;0;0;;;;;2;0;98,36
"1522";1;0;0;1;0;0;0;0;0;0;0;0;0;;;;;2;0;98,24
"1524";1;0;0;1;0;0;0;0;0;0;0;0;0;;;;;2;0;57,13
"1525";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";;0;0;51,42
"1526";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;41,56
"1527";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;57,13
"1528";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;50,93
"1529";0;0;0;3;0;0;0;0;0;0;0;0;0;;;;;3;0;24,59
"1530";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;66,00
"1531";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;505,65
"1532";1;0;0;1;0;0;0;0;0;0;0;0;0;;;;;2;0;234,41
"1533";1;0;0;1;0;0;0;0;0;0;0;0;0;;;;;2;0;107,75
"1534";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;26,89
"1535";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;62,05
"1536";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;48,41
"1537";1;0;0;1;1;0;0;0;0;0;0;0;0;;;;;3;0;36,31
"1538";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;104,05
"1540";0;0;0;1;0;0;0;0;0;0;1;1;0;;;;;1;0;29,82
"1541";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;35,99
"1542";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";1;0;35,99
"1543";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;33,70
"1544";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;39,83
"1545";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;23,46
"1546";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;23,46
"1547";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;28,61
"1548";0;0;0;2;0;0;0;0;0;0;0;0;0;;;;;2;0;37,14
"1549";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;19,21
"1552";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"00";"0";"0";1;0;2,29
"1553";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;87,88
"1554";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"00";"00";"0";0;0;23,47
"1555";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;41,52
"1556";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;43,58
"1557";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;43,58
"1558";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"00";0;0;28,07
"1559";1;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";2;0;53,67
"1560";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;41,46
"1561";0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;0;0;1135,38
"1562";2;0;0;0;0;0;0;0;0;0;0;0;0;;;;;2;0;454,91
"1563";0;0;0;0;0;0;0;0;0;0;0;2;0;;;;;0;0;80,46
"1565";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;48,49
"1567";0;1;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;49,03
"1568";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;12,41
"1569";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;12,38
"1570";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;48,49
"1571";1;0;0;1;0;0;0;0;0;0;0;0;0;;;;;2;0;34,76
"1572";1;1;0;0;0;0;0;0;0;0;0;0;0;;;;;2;0;115,54
"1574";1;0;0;1;0;0;0;0;0;0;1;1;0;;;;;2;0;115,54
"1575";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;78,86
"1577";1;1;0;0;0;0;0;0;0;0;0;2;0;;;;;2;0;80,23
"1578";2;0;0;0;0;0;0;0;0;0;0;0;0;;;;;2;0;25,64
"1580";1;0;0;0;0;0;0;0;0;0;0;2;0;;;;;1;0;25,56
"1581";0;1;0;0;0;0;0;0;0;0;0;1;0;;;;;1;0;126,70
"1582";1;0;0;1;0;0;0;0;0;0;0;0;0;;;;;2;0;25,80
"1584";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;107,42
"1585";0;1;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;79,55
"1587";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;50,75
"1593";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;3,84
"1594";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;16,89
"1595";0;0;0;1;0;0;0;0;0;0;0;0;1;;;;;1;0;20,90
"1596";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;34,30
"1597";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;32,31
"1598";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";;"0";1;0;25,66
"1599";0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;0;0;12,47
"1600";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;102,15
"1601";0;0;0;0;0;0;0;0;0;0;0;1;0;0;"0";"0";"00";0;0;30,46
"1603";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"00";;"00";0;0;37,87
"1604";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;40,39
"1605";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;100,36
"1606";1;0;0;1;0;0;0;0;0;0;1;0;0;;;;;2;0;11,98
"1607";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;23,39
"1608";0;0;0;1;0;0;0;0;0;0;0;1;0;0;"0";"0";"0";1;0;36,79
"1609";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;6,17
"1612";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;20,01
"1613";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;32,90
"1614";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;39,06
"1615";0;0;0;1;0;0;0;0;0;0;0;1;0;;;;;1;0;33,39
"1616";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;61,71
"1617";0;0;0;1;0;0;0;0;0;0;2;0;0;;;;;1;0;21,35
"1618";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;2,56
"1619";0;0;0;1;0;0;0;0;0;0;0;1;0;;;;;1;0;21,78
"1620";2;0;0;1;0;0;0;0;0;0;2;0;0;0;"00";"0";"0";3;0;14,33
"1621";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;11,69
"1622";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";0;0;57,34
"1623";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;38,42
"1624";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"00";0;0;60,72
"1625";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;15,26
"1626";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;11,99
"1627";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;12,30
"1628";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;271,73
"1629";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;37,45
"1630";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;136,68
"1631";1;0;0;0;0;0;0;0;0;0;1;0;0;0;;"0";"00";1;0;41,23
"1632";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"00";"00";0;0;35,99
"1633";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;35,99
"1634";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;213,03
"1635";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;150,83
"1636";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";1;0;84,19
"1637";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;36,28
"1638";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;65,03
"1639";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";1;0;83,63
"1640";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;149,71
"1641";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";0;0;278,54
"1642";0;0;0;2;0;0;0;0;0;0;0;0;0;;;;;2;0;54,95
"1643";0;0;0;1;0;0;0;0;0;0;1;0;0;;;;;1;0;46,41
"1644";2;0;0;0;0;0;0;0;0;0;3;0;0;;;;;2;0;43,74
"1645";2;0;0;2;0;0;0;0;0;0;1;2;0;;;;;4;0;43,74
"1647";2;0;0;0;0;0;0;0;0;0;0;3;0;;;;;2;0;43,74
"1649";2;0;0;0;0;0;0;0;0;0;0;0;0;;;;;2;0;62,83
"1651";1;0;0;0;0;0;0;0;0;0;0;3;0;;;;;1;0;67,50
"1653";2;0;0;0;0;0;0;0;0;0;1;1;0;;;;;2;0;95,72
"1654";0;0;0;1;0;0;0;0;0;0;0;1;0;;;;;1;0;56,74
"1656";2;0;0;0;0;0;0;0;0;0;1;1;0;;;;;2;0;82,96
"1657";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;45,31
"1658";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"00";"0";;0;0;38,31
"1660";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;22,20
"1662";2;0;0;0;0;0;0;0;0;0;0;0;0;;;;;2;0;85,58
"1663";0;1;0;0;0;0;0;0;0;0;2;2;0;;;;;1;0;62,80
"1665";2;0;0;0;0;0;0;0;0;0;0;0;0;;;;;2;0;43,74
"1666";2;0;0;0;0;0;0;0;0;0;1;1;0;;;;;2;0;85,55
"1667";2;0;0;0;0;0;0;0;0;0;0;2;0;;;;;2;0;115,49
"1669";2;0;0;0;0;0;0;0;0;0;2;2;0;;;;;2;0;51,52
"1670";1;0;0;1;0;0;0;0;0;0;0;0;0;;;;;2;0;56,74
"1672";1;4;0;0;0;0;0;0;0;0;0;0;0;;;;;5;0;43,74
"1673";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;23,37
"1674";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;5,88
"1675";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;37,19
"1676";1;0;0;0;0;0;0;0;0;0;0;1;0;;;;;1;0;79,39
"1677";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;41,00
"1678";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;28,71
"1679";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;22,48
"1680";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;17,30
"1681";1;0;0;1;0;0;0;0;0;0;0;0;0;;;;;2;0;21,36
"1682";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;34,13
"1683";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;166,44
"1684";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;65,88
"1686";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;82,43
"1687";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;30,17
"1688";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;27,94
"1689";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;38,00
"1690";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;181,83
"1694";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;13,00
"1696";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;12,86
"1698";0;0;0;2;0;0;0;0;0;0;1;3;0;0;"0";"00";"0";2;0;48,59
"1702";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;31,21
"1703";0;1;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;5,79
"1704";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;99,06
"1705";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;99,06
"1706";1;0;0;1;0;0;0;0;0;0;0;0;0;;;;;2;0;73,08
"1707";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;25,66
"1708";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;34,30
"1709";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;25,56
"1710";0;0;0;2;0;0;0;0;0;0;0;0;0;;;;;2;0;56,19
"1711";0;0;0;2;0;0;0;0;0;0;0;0;0;;;;;2;0;21,62
"1713";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;41,24
"1715";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;5,29
"1717";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"00";0;0;58,95
"1718";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;10,84
"1719";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;27,74
"1720";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;10,44
"1721";1;0;0;2;0;0;0;0;0;0;1;0;0;0;"0";"0";"0";3;0;4,03
"1722";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;44,38
"1723";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;16,11
"1724";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;9,75
"1725";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;13,01
"1726";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"00";"0";;0;0;58,49
"1727";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;64,80
"1728";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"00";"0";"0";0;0;41,46
"1729";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;55,79
"1730";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;46,47
"1731";0;0;0;1;0;0;0;0;0;0;1;0;0;0;"0";"0";"0";1;0;53,50
"1732";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;25,62
"1733";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;28,20
"1734";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;50,61
"1735";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;136,74
"1737";0;0;0;2;0;0;0;0;0;0;0;0;0;;;;;2;0;38,13
"1739";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;20,90
"1741";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;53,08
"1742";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;24,46
"1743";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;70,73
"1744";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;199,26
"1746";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;80,18
"1747";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;61,65
"1749";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;143,58
"1750";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;259,87
"1753";1;0;0;1;0;0;0;0;0;0;0;0;0;;;;;2;0;113,79
"1754";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;79,13
"1755";3;0;0;0;0;0;0;0;0;0;0;0;0;;;;;3;0;109,03
"1756";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;36,28
"1758";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;29,49
"1759";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;39,80
"1760";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;298,90
"1761";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;133,84
"1762";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;13,19
"1763";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;13,81
"1764";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;14,44
"1765";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;20,02
"1766";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;46,87
"1767";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;14,09
"1768";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"00";0;0;73,02
"1769";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;13,46
"1770";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;6,63
"1771";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;114,15
"1772";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;152,96
"1774";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;39,51
"1775";0;0;0;1;0;0;0;0;0;0;0;3;0;0;"0";"0";"00";1;0;19,40
"1776";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;23,93
"1777";0;0;0;0;0;0;0;0;0;0;1;1;0;;;;;0;0;18,66
"1778";0;0;0;0;0;0;0;0;0;0;0;0;0;0;;"0";"00";0;0;49,70
"1779";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;18,79
"1780";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;19,21
"1781";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;14,63
"1782";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;7,73
"1783";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;10,24
"1784";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;16,42
"1785";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;16,47
"1787";0;1;0;0;0;0;0;0;0;0;1;0;0;;;;;1;0;34,62
"1789";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;103,20
"1790";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;25,50
"1791";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;28,94
"1792";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;27,45
"1793";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;27,45
"1796";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;12,29
"1797";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;11,99
"1798";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;10,71
"1800";2;0;0;0;0;0;0;0;0;0;0;0;0;;;;;2;0;34,76
