"FORMULARIO";"C_001_01";"C_001_02";"C_001_03";"C_001_04";"C_001_05";"C_001_06";"C_001_07";"C_001_08";"C_001_09";"C_001_10";"C_001_11";"C_001_12";"C_001_13";"C_001_77";"C_001_77_A";"C_001_77_B";"C_001_77_C";"C_001_PLACA";"C_001_88";"F_EXP"
"2161";1;0;0;0;0;0;0;0;0;1;0;0;0;0;"0";"0";"0";1;0;22,10
"2162";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;16,71
"2163";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"000";"00";0;0;54,43
"2164";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";1;0;85,92
"2165";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;7,67
"2167";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"00";;0;0;38,52
"2169";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;20,89
"2170";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";1;0;35,54
"2171";0;0;0;1;0;0;0;0;0;0;0;0;0;0;;"0";"00";1;0;46,35
"2172";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";0;0;39,86
"2173";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;16,72
"2174";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;20,26
"2175";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;51,47
"2176";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;71,38
"2177";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;11,39
"2178";0;0;0;0;0;0;0;0;0;0;0;1;0;0;"0";"0";"00";0;0;92,18
"2179";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"00";1;0;51,76
"2180";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;61,99
"2181";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;281,73
"2182";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;346,67
"2183";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"00";0;0;126,12
"2184";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;63,75
"2185";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;25,66
"2186";0;0;0;2;0;0;0;0;0;0;0;0;0;;;;;2;0;84,02
"2187";0;0;0;1;0;0;0;0;0;0;1;1;0;0;"0";"00";"0";1;0;98,43
"2188";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;108,23
"2189";0;0;0;1;0;0;0;0;0;0;1;1;0;0;"0";"0";"00";1;0;40,00
"2190";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;57,81
"2191";0;0;0;1;0;0;0;0;0;0;1;0;0;;;;;1;0;79,75
"2192";0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;0;0;71,60
"2193";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;1;23,26
"2194";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;123,14
"2195";1;0;0;0;0;0;0;0;0;0;0;1;0;0;"0";"0";"0";1;0;39,14
"2196";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;77,70
"2197";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;66,06
"2198";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";1;0;62,38
"2199";0;0;0;2;0;0;0;0;0;0;0;1;0;;;;;2;0;55,62
"2201";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;7,35
"2202";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;5,09
"2203";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;114,29
"2204";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;27,87
"2205";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;27,45
"2206";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;23,02
"2207";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;21,23
"2208";1;0;0;2;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";3;0;16,14
"2209";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;16,07
"2212";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;16,39
"2213";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;55,73
"2218";1;0;0;4;0;0;0;0;0;0;0;6;0;0;"0";"0";"00";5;0;25,64
"2219";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;25,64
"2220";1;0;0;0;0;0;0;0;0;0;0;;0;0;"00";"0";"0";1;0;25,56
"2221";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;56,32
"2223";1;0;0;0;0;0;0;0;0;0;0;1;0;0;"0";"0";"0";1;0;29,63
"2224";1;0;0;0;0;0;0;0;0;0;0;2;0;0;"0";"0";"0";1;0;32,31
"2225";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;37,71
"2226";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;13,21
"2227";1;0;0;1;0;0;0;0;0;0;0;4;0;0;"0";"0";"0";2;0;39,36
"2229";1;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";;2;0;117,43
"2230";1;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"00";2;0;58,34
"2232";1;0;0;1;0;0;0;0;0;0;0;0;0;0;"00";"0";"0";2;0;99,45
"2239";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;67,88
"2240";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;47,74
"2241";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;51,10
"2242";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;47,74
"2243";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;69,99
"2244";0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;0;0;66,20
"2245";1;0;0;1;0;0;0;0;0;0;0;0;0;;;;;2;0;12,90
"2246";0;0;0;3;0;0;0;0;0;0;0;0;0;;;;;3;0;68,00
"2248";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;27,90
"2249";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;59,29
"2251";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;27,74
"2252";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;257,81
"2254";0;0;0;0;0;0;1;0;0;0;0;0;0;;;;;1;0;28,43
"2255";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"00";"0";"0";1;0;12,99
"2256";0;1;0;1;0;0;0;0;0;0;0;0;0;0;"00";"0";"0";2;0;257,81
"2257";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;111,80
"2258";0;0;0;0;0;0;0;0;0;0;0;;0;;;;;0;0;104,61
"2259";2;0;0;0;0;0;0;0;0;0;0;0;0;;;;;2;0;12,99
"2260";1;0;0;0;0;0;0;0;0;0;1;0;0;0;"00";"0";"00";1;0;106,20
"2261";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;186,62
"2262";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;186,62
"2263";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;28,88
"2264";0;0;0;2;0;0;0;0;0;0;0;2;0;;;;;2;0;148,41
"2265";0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;0;0;300,68
"2266";1;0;0;2;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";3;0;12,99
"2267";0;0;0;1;0;0;0;0;0;0;0;2;0;0;"0";"0";"0";1;0;84,73
"2268";0;0;0;0;0;0;0;0;0;0;1;2;0;;;;;0;0;58,55
"2270";0;0;0;1;0;0;0;0;0;0;0;1;0;;;;;1;0;38,90
"2271";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;47,13
"2273";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;87,91
"2274";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;17,50
"2275";1;0;1;1;0;0;0;0;0;0;0;0;0;;;;;3;0;56,74
"2276";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;101,69
"2277";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;75,33
"2278";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"00";1;0;95,85
"2279";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;82,04
"2280";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;33,79
"2281";1;0;0;0;0;0;0;0;0;0;0;1;0;;;;;1;0;37,93
"2282";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;93,56
"2283";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;44,62
"2284";0;0;0;1;0;1;0;0;0;0;0;0;0;;;;;2;0;61,27
"2285";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;25,66
"2287";2;0;0;1;0;0;0;0;0;0;0;0;0;;;;;3;0;8,83
"2288";0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;0;0;207,10
"2289";0;0;0;1;0;0;0;0;0;0;0;2;0;;;;;1;0;51,10
"2290";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;207,10
"2291";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;66,68
"2292";0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;0;0;435,58
"2293";0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;0;0;25,77
"2294";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;362,11
"2295";2;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"00";2;0;8,85
"2296";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;51,13
"2297";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;18,79
"2298";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;20,50
"2299";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;31,51
"2302";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;25,66
"2303";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;271,91
"2304";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;112,93
"2305";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;112,93
"2306";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;140,79
"2307";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;38,68
"2308";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;38,68
"2309";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;42,50
"2310";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;45,21
"2311";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;25,66
"2312";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;25,66
"2313";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;8,01
"2314";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;7,47
"2316";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;8,83
"2317";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;8,85
"2318";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;429,59
"2319";0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;0;0;92,72
"2320";0;0;0;2;0;0;0;0;0;0;0;1;0;;;;;2;0;51,44
"2321";0;0;0;0;0;0;0;0;0;0;0;3;0;;;;;0;0;93,75
"2322";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;67,08
"2323";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;25,66
"2324";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;7,47
"2325";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;7,47
"2326";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;3,38
"2327";1;0;0;1;0;0;0;0;0;0;0;0;0;;;;;2;0;7,44
"2328";0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;0;0;71,12
"2329";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;12,37
"2331";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;5,88
"2333";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;79,75
"2334";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;74,11
"2335";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;69,93
"2336";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;51,76
"2338";0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;0;0;52,38
"2339";0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;0;0;75,78
"2340";1;0;0;1;0;0;0;0;0;0;0;0;0;;;;;2;0;64,09
"2341";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;68,48
"2342";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;68,48
"2343";0;0;0;0;0;0;0;0;0;0;2;0;0;;;;;0;0;47,57
"2344";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;102,25
"2345";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;68,48
"2346";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;87,80
"2347";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;152,95
"2348";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;287,99
"2349";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;79,75
"2350";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;79,75
"2352";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;165,85
"2354";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;31,24
"2355";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;545,45
"2356";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;31,24
"2357";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;104,53
"2358";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;107,13
"2359";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;60,83
"2360";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;27,68
"2361";0;0;0;1;0;0;0;0;0;0;1;1;0;;;;;1;0;107,13
"2362";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;32,24
"2363";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;54,20
"2364";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;26,59
"2366";0;0;0;0;0;0;0;0;0;0;2;0;0;;;;;0;0;29,53
"2367";0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;0;0;40,73
"2368";0;0;0;2;0;0;0;0;0;0;1;0;0;;;;;2;0;29,53
"2370";0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;0;0;118,82
"2372";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;79,33
"2374";2;0;0;0;0;0;0;0;0;0;0;0;0;;;;;2;0;16,86
"2375";0;0;0;1;0;0;0;0;0;0;3;1;0;;;;;1;0;253,20
"2376";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;70,05
"2378";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;11,46
"2379";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;71,79
"2380";1;0;0;4;0;0;0;0;0;0;0;0;0;;;;;5;0;61,48
"2381";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;53,13
"2382";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;7,67
"2384";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;15,39
"2385";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;71,79
"2386";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;53,13
"2387";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;43,80
"2388";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;71,79
"2390";0;0;0;1;0;0;0;0;0;0;0;1;0;;;;;1;0;87,14
"2391";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;47,78
"2392";0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;0;0;17,53
"2393";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;5,46
"2394";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;23,45
"2395";0;0;0;2;0;0;0;0;0;0;0;0;0;;;;;2;0;194,71
"2396";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;29,63
"2397";1;0;0;1;0;0;0;0;0;0;0;0;0;;;;;2;0;23,89
"2399";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;44,75
"2400";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"00";"0";"00";1;0;27,93
"2401";0;1;0;1;0;0;0;0;0;0;0;0;0;;;;;2;0;41,64
"2402";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;26,81
"2403";0;0;0;2;0;0;0;0;0;0;0;0;0;;;;;2;0;29,28
"2404";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;60,26
"2407";;;;;;;;;;;;;;;;;;;0;121,94
"2408";0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;0;0;35,45
"2409";;;;;;;;;;;;;;;;;;;0;48,81
"2410";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;97,73
"2412";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;48,81
"2413";1;0;0;1;0;0;0;0;0;0;0;0;0;;;;;2;0;50,97
"2414";1;0;0;1;0;0;0;0;0;0;0;0;0;;;;;2;0;47,17
"2415";;;;;;;;;;;;;;;;;;;0;22,62
"2416";;;;;;;;;;;;;;;;;;;0;20,50
"2418";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;16,89
"2419";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;40,88
"2420";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;41,23
"2421";;;;;;;;;;;;;;;;;;;0;50,08
"2422";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;17,57
"2423";;;;;;;;;;;;;;;;;;;1;21,16
"2425";0;0;0;0;0;0;0;0;0;0;0;2;0;;;;;0;0;71,08
"2426";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;91,27
"2427";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"00";0;0;64,74
"2428";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;146,86
"2429";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;91,32
"2430";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;801,26
"2431";0;0;0;0;0;0;0;0;0;0;0;1;0;0;;"0";"0";0;0;207,51
"2432";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;114,32
"2433";;;;;;;;;;;;;;;;;;;0;29,29
"2434";0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;0;0;45,47
"2435";;;;;;;;;;;;;;;;;;;0;75,03
"2436";;;;;;;;;;;;;;;;;;;0;75,03
"2438";;;;;;;;;;;;;;;;;;;0;50,97
"2439";0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;0;0;19,19
"2440";0;0;0;2;0;0;0;0;0;0;0;0;0;;;;;2;0;58,06
"2441";;;;;;;;;;;;;;;;;;;0;34,06
"2442";0;0;0;2;0;0;0;0;0;0;0;0;0;;;;;2;0;35,45
"2443";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;25,74
"2444";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;38,92
"2445";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;35,45
"2446";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;31,28
"2447";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;21,16
"2448";1;0;0;1;0;0;0;0;0;0;0;0;0;;;;;2;0;38,30
"2449";;;;;;;;;;;;;;;;;;;0;21,16
"2450";;;;;;;;;;;;;;;;;;;0;131,19
"2451";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;21,16
"2452";;;;;;;;;;;;;;;;;;;0;33,74
"2453";;;;;;;;;;;;;;;;;;;0;35,41
"2454";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;32,06
"2455";;;;;;;;;;;;;;;;;;;0;44,84
"2456";0;0;0;3;0;0;0;0;0;0;0;0;0;;;;;3;0;41,86
"2457";;;;;;;;;;;;;;;;;;;0;35,91
"2458";;;;;;;;;;;;;;;;;;;0;53,71
"2459";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;35,41
"2460";;;;;;;;;;;;;;;;;;;0;17,68
"2461";;;;;;;;;;;;;;;;;;;0;27,89
"2462";;;;;;;;;;;;;;;;;;;0;68,62
"2463";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;42,83
"2464";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;72,70
"2465";2;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"00";3;0;64,13
"2466";;;;;;;;;;;;;;;;;;;0;99,72
"2467";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;53,53
"2468";;;;;;;;;;;;;;;;;;;0;123,28
"2469";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"00";0;0;73,18
"2470";;;;;;;;;;;;;;;;;;;0;30,17
"2471";;;;;;;;;;;;;;;;;;;0;291,68
"2472";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"00";"00";1;0;46,23
"2473";;;;;;;;;;;;;;;;;;;0;25,90
"2474";1;0;0;0;0;0;0;0;0;0;1;0;0;;;;;1;0;260,47
"2475";1;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"00";2;0;112,79
"2476";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;216,13
"2477";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";0;0;145,36
"2478";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"00";;0;0;78,60
"2479";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";0;0;104,68
"2480";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";0;0;87,88
"2481";0;0;0;0;0;0;0;0;0;0;0;0;0;0;;"00";;0;0;30,38
"2482";0;0;0;1;0;0;0;0;0;0;0;1;0;;;;;1;0;214,57
"2483";;;;;;;;;;;;;;;;;;;0;305,13
"2484";;;;;;;;;;;;;;;;;;;0;150,34
"2485";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"00";"00";1;0;86,87
"2486";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"000";0;0;288,26
"2488";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;65,54
"2489";1;1;0;0;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";2;0;57,51
"2490";;;;;;;;;;;;;;;;;;;0;32,49
"2491";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";0;0;29,16
"2492";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;126,33
"2493";0;0;0;0;0;0;0;0;0;0;0;2;0;;;;;0;0;54,42
"2494";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;76,18
"2495";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;37,72
"2496";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;56,55
"2498";;;;;;;;;;;;;;;;;;;0;26,22
"2499";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";0;0;72,01
"2500";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;54,42
"2501";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;43,75
"2502";0;0;0;1;0;0;0;0;0;0;0;0;0;0;;"0";"00";1;0;190,89
"2503";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"00";"0";"0";0;0;62,49
"2504";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;26,82
"2505";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"00";"0";"00";1;0;88,56
"2506";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"000";"0";0;0;78,16
"2507";0;0;0;0;1;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;72,38
"2508";0;0;0;1;0;0;0;0;0;0;0;1;0;;;;;1;0;216,06
"2509";0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;"0";0;0;245,76
"2510";0;0;0;0;0;0;0;0;0;0;0;1;0;0;"0";"00";"0";0;0;213,64
"2511";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;139,99
"2512";0;0;0;1;0;0;0;0;0;0;0;0;0;0;;"0";"00";1;0;40,95
"2513";1;1;0;1;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";3;0;74,38
"2515";0;0;0;0;0;0;0;0;0;0;0;0;0;0;;"00";;0;0;103,87
"2516";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;29,53
"2517";0;0;0;0;0;0;0;0;0;0;0;2;0;0;"0";"0";"0";0;0;18,79
"2518";0;0;0;2;0;0;0;0;0;0;0;3;0;0;"0";"0";"00";2;0;17,75
"2519";1;0;0;2;0;0;0;0;0;0;2;2;0;0;"0";"0";"0";3;0;18,27
"2520";0;0;0;1;0;0;0;0;0;0;1;2;0;0;"0";"00";"0";1;0;18,27
"2521";0;0;0;1;0;0;0;0;0;0;0;1;0;0;"0";"0";"0";1;0;87,14
"2522";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";;"0";0;0;93,77
"2523";0;0;0;0;0;0;0;0;0;0;0;0;0;0;;"00";"0";0;0;30,17
"2524";0;0;0;0;0;0;0;0;0;0;1;1;0;0;"0";"00";"0";0;0;32,57
"2525";0;0;0;0;0;0;0;0;0;0;1;1;0;0;"00";"0";"0";0;0;32,57
"2526";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;93,77
"2527";0;0;0;2;0;0;0;0;0;0;2;2;0;0;"0";"0";"00";2;0;67,99
"2528";1;0;0;1;0;0;0;0;0;0;1;0;0;0;"0";"0";;2;0;67,99
"2529";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"00";"00";"0";1;0;67,99
"2530";1;2;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";;3;0;46,55
"2531";0;1;0;0;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";1;0;58,42
"2532";0;1;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";2;0;30,30
