FORMULARIO;ID_000;ID_003;ID_004;ID_005;ID_006;ID_008_HH;ID_008_MM;ID_008_A;A_003;A_004;A_005;A_006;A_007;A_008;Municipio;Comuna;Estrato;F_EXP
120;9147;4;4;01-02-3381;5/5/2017 0:00:00;6;0;p. m.;1;3;4;1;5;5;Pereira;Rio Otun;4;88,84
121;9147;18;1;01-04-3237;4/5/2017 0:00:00;4;13;p. m.;1;2;4;1;6;6;Pereira;Centro;4;110,15
123;9147;31;1;01-02-0369;4/5/2017 0:00:00;3;30;p. m.;1;3;2;1;3;3;Pereira;Rio Otun;2;96,91
124;9147;31;2;01-02-0810;4/5/2017 0:00:00;4;55;p. m.;1;1;4;1;3;3;Pereira;Rio Otun;4;72,66
125;9147;31;1;01-02-0369;3/5/2017 0:00:00;3;18;p. m.;1;1;3;1;5;5;Pereira;Rio Otun;3;68,15
127;9147;31;3;01-02-0488;4/5/2017 0:00:00;6;0;p. m.;1;5;3;1;3;3;Pereira;Rio Otun;3;154,18
128;9147;18;1;01-04-3237;5/5/2017 0:00:00;2;16;p. m.;1;3;4;1;4;4;Pereira;Centro;4;111,41
129;9147;18;2;01-04-3238;5/5/2017 0:00:00;6;30;p. m.;1;1;4;1;2;2;Pereira;Centro;4;142,31
131;9147;18;1;01-04-3237;5/5/2017 0:00:00;4;45;p. m.;1;1;4;1;2;2;Pereira;Centro;4;21,20
132;2443;18;2;01-04-3238;5/5/2017 0:00:00;2;31;p. m.;1;3;4;1;4;4;Pereira;Centro;4;35,49
133;9147;18;4;01-04-2576;5/5/2017 0:00:00;4;30;p. m.;1;1;4;1;1;1;Pereira;Centro;4;51,88
135;9147;18;4;01-04-2576;5/5/2017 0:00:00;10;0;a. m.;1;1;4;1;5;5;Pereira;Centro;4;103,34
136;9147;56;1;01-08-0182;9/5/2017 0:00:00;3;9;p. m.;4;1;3;1;2;2;Pereira;Oriente;3;12,25
137;9147;18;3;01-04-3464;5/5/2017 0:00:00;6;30;p. m.;1;3;4;1;6;6;Pereira;Centro;4;255,18
138;9147;15;4;01-02-0119;6/5/2017 0:00:00;10;5;a. m.;1;3;2;1;6;5;Pereira;Rio Otun;2;24,06
139;9147;31;2;01-02-0810;6/5/2017 0:00:00;12;10;p. m.;1;1;4;1;4;4;Pereira;Rio Otun;4;79,87
140;9147;56;1;01-08-0182;9/5/2017 0:00:00;3;17;p. m.;1;3;3;1;2;2;Pereira;Oriente;3;12,25
141;9147;17;2;01-04-3388;3/5/2017 0:00:00;4;45;p. m.;1;4;4;1;4;4;Pereira;Centro;4;251,10
143;9147;17;1;01-04-3372;3/5/2017 0:00:00;4;20;p. m.;1;3;4;1;5;5;Pereira;Centro;4;45,21
144;9147;17;3;01-04-3443;4/5/2017 0:00:00;3;50;p. m.;1;3;4;1;1;1;Pereira;Centro;4;14,82
145;9147;17;3;01-04-3443;4/5/2017 0:00:00;3;35;p. m.;1;3;4;1;5;5;Pereira;Centro;4;41,48
147;9147;17;3;01-04-3443;4/5/2017 0:00:00;4;50;p. m.;1;3;4;1;5;4;Pereira;Centro;4;94,06
148;9147;17;5;01-04-3377;4/5/2017 0:00:00;6;30;p. m.;4;3;4;2;2;2;Pereira;Centro;4;85,83
149;9147;17;5;01-04-3377;4/5/2017 0:00:00;6;0;p. m.;1;1;4;1;2;2;Pereira;Centro;4;172,84
150;9147;16;1;01-02-3302;5/5/2017 0:00:00;3;0;p. m.;1;3;1;1;3;3;Pereira;Rio Otun;1;289,99
153;9147;32;2;01-02-0405;5/5/2017 0:00:00;5;0;p. m.;1;1;1;1;4;4;Pereira;Rio Otun;1;135,78
155;9147;16;3;01-02-3395;6/5/2017 0:00:00;11;15;a. m.;1;1;1;1;3;3;Pereira;Rio Otun;1;66,17
159;9147;32;2;01-02-0405;5/5/2017 0:00:00;5;0;p. m.;1;3;1;3;3;3;Pereira;Rio Otun;1;131,61
160;9147;16;3;01-02-3395;6/5/2017 0:00:00;10;30;a. m.;1;3;1;2;3;3;Pereira;Rio Otun;1;66,17
161;9147;19;1;01-04-0755;3/5/2017 0:00:00;4;55;p. m.;1;1;4;1;3;3;Pereira;Centro;4;46,60
162;9147;19;1;01-04-0755;5/5/2017 0:00:00;5;34;p. m.;1;3;4;1;1;1;Pereira;Centro;4;79,93
163;9147;19;2;01-04-0758;3/5/2017 0:00:00;4;45;p. m.;1;2;4;2;6;6;Pereira;Centro;4;434,34
164;9147;19;3;01-04-0529;3/5/2017 0:00:00;6;30;p. m.;1;3;4;1;3;3;Pereira;Centro;4;64,52
165;9147;19;3;01-04-0529;3/5/2017 0:00:00;6;21;p. m.;1;1;4;1;3;3;Pereira;Centro;4;97,91
166;9147;14;1;01-02-0451;5/5/2017 0:00:00;3;15;p. m.;1;1;2;1;5;5;Pereira;Rio Otun;2;65,94
168;9147;14;1;01-02-0451;4/5/2017 0:00:00;3;36;p. m.;1;3;2;1;3;3;Pereira;Rio Otun;2;77,35
169;9147;19;4;01-04-0526;5/5/2017 0:00:00;1;25;p. m.;1;3;4;2;2;2;Pereira;Centro;4;64,81
172;9147;19;4;01-04-0526;5/5/2017 0:00:00;1;29;p. m.;1;3;4;1;1;1;Pereira;Centro;4;145,79
174;9147;14;4;01-02-0456;5/5/2017 0:00:00;4;30;p. m.;1;1;2;1;2;2;Pereira;Rio Otun;2;109,11
175;9147;53;1;01-09-0196;9/5/2017 0:00:00;3;23;p. m.;1;3;3;1;1;1;Pereira;Villavicencio;3;44,75
178;9147;14;3;01-02-0479;4/5/2017 0:00:00;5;0;p. m.;1;1;2;1;5;5;Pereira;Rio Otun;2;53,93
179;9147;19;5;01-04-0610;5/5/2017 0:00:00;2;20;p. m.;1;1;4;1;3;3;Pereira;Centro;4;154,76
181;9147;20;1;01-04-0782;3/5/2017 0:00:00;4;20;p. m.;1;1;4;1;2;2;Pereira;Centro;4;115,62
182;9147;20;2;01-04-0727;3/5/2017 0:00:00;5;16;p. m.;1;1;4;1;3;3;Pereira;Centro;4;130,73
183;9147;20;2;01-04-0727;3/5/2017 0:00:00;6;1;p. m.;1;1;4;1;5;5;Pereira;Centro;4;89,92
184;9147;24;1;01-04-0813;4/5/2017 0:00:00;5;37;p. m.;1;1;5;1;2;2;Pereira;Centro;5;14,52
185;9147;24;3;01-04-0823;5/5/2017 0:00:00;3;10;p. m.;2;3;5;5;3;3;Pereira;Centro;5;172,57
186;9147;20;2;01-04-0727;3/5/2017 0:00:00;5;5;p. m.;1;1;4;1;2;2;Pereira;Centro;4;158,21
187;9147;20;2;01-04-0727;3/5/2017 0:00:00;5;30;p. m.;1;3;4;1;2;2;Pereira;Centro;4;62,57
189;9147;20;4;01-04-0732;4/5/2017 0:00:00;4;12;p. m.;1;3;4;1;4;3;Pereira;Centro;4;58,37
190;9147;24;2;01-04-0507;6/5/2017 0:00:00;2;26;p. m.;2;3;5;1;3;3;Pereira;Centro;5;323,65
191;9147;20;3;01-04-0730;4/5/2017 0:00:00;3;35;p. m.;1;3;4;1;1;1;Pereira;Centro;4;81,09
192;9147;20;3;01-04-0730;4/5/2017 0:00:00;3;10;p. m.;1;3;4;1;1;1;Pereira;Centro;4;234,71
193;9147;20;4;01-04-0732;4/5/2017 0:00:00;4;21;p. m.;1;3;4;1;2;2;Pereira;Centro;4;24,62
194;9147;24;1;01-04-0813;5/5/2017 0:00:00;5;31;p. m.;1;3;5;1;7;7;Pereira;Centro;5;145,29
195;9147;24;3;01-04-0823;5/5/2017 0:00:00;3;2;p. m.;3;7;5;1;1;1;Pereira;Centro;5;45,82
196;9147;24;4;01-04-0508;5/5/2017 0:00:00;3;40;p. m.;1;3;5;1;3;3;Pereira;Centro;5;200,27
198;9147;24;5;01-04-0819;5/5/2017 0:00:00;5;40;p. m.;2;3;5;1;3;3;Pereira;Centro;5;760,00
199;9147;47;1;01-09-0216;9/5/2017 0:00:00;3;10;p. m.;3;3;3;1;3;3;Pereira;Villavicencio;3;54,53
200;9147;47;3;01-09-0217;9/5/2017 0:00:00;3;35;p. m.;1;1;3;1;2;2;Pereira;Villavicencio;3;59,08
201;9147;26;2;01-04-0852;4/5/2017 0:00:00;3;20;p. m.;2;3;5;1;3;2;Pereira;Centro;5;85,97
202;9147;26;4;01-04-0854;4/5/2017 0:00:00;5;0;p. m.;2;1;5;1;3;3;Pereira;Centro;5;95,44
204;9147;8;1;01-02-3228;9/5/2017 0:00:00;3;50;p. m.;1;1;2;1;1;1;Pereira;Rio Otun;2;31,19
205;2443;8;2;01-02-3344;9/5/2017 0:00:00;6;0;p. m.;1;1;2;1;3;3;Pereira;Rio Otun;2;42,38
207;9147;8;2;01-02-3344;9/5/2017 0:00:00;4;42;p. m.;1;1;2;1;3;3;Pereira;Rio Otun;2;42,38
210;9147;8;2;01-02-3344;9/5/2017 0:00:00;4;45;p. m.;1;3;2;1;4;4;Pereira;Rio Otun;2;39,84
211;9147;93;1;01-11-1126;18/5/2017 0:00:00;4;10;p. m.;3;3;5;10;1;1;Pereira;Universidad;5;13,52
213;2443;12;1;01-02-0431;10/5/2017 0:00:00;1;25;p. m.;1;3;3;3;1;1;Pereira;Rio Otun;3;17,18
214;9147;12;1;01-02-0431;10/5/2017 0:00:00;2;20;p. m.;1;3;3;1;6;6;Pereira;Rio Otun;3;27,50
215;9147;9;3;01-02-0386;9/5/2017 0:00:00;5;17;p. m.;1;1;3;1;5;5;Pereira;Rio Otun;3;136,90
216;2443;12;1;01-02-0431;9/5/2017 0:00:00;7;0;p. m.;1;3;3;1;5;5;Pereira;Rio Otun;3;25,44
220;9147;12;2;01-02-0434;10/5/2017 0:00:00;4;45;p. m.;1;3;3;1;2;2;Pereira;Rio Otun;3;55,21
222;9147;58;2;01-08-1638;11/5/2017 0:00:00;4;30;p. m.;1;1;3;1;1;1;Pereira;Oriente;3;11,10
223;2443;111;2;01-06-1680;7/6/2017 0:00:00;5;0;p. m.;1;7;6;1;1;1;Pereira;El Jardin;6;37,55
224;9147;160;1;01-21-4414;10/5/2017 0:00:00;10;20;a. m.;1;3;4;1;2;2;Pereira;El Rocio;4;25,30
226;2443;502;1;01-32-10843;6/6/2017 0:00:00;3;0;p. m.;2;1;5;1;5;4;Pereira;Rural 2;5;81,93
228;2443;502;1;01-32-10843;6/6/2017 0:00:00;4;10;p. m.;1;5;5;1;5;5;Pereira;Rural 2;5;43,74
229;9147;58;2;01-08-1638;11/5/2017 0:00:00;3;0;p. m.;1;1;3;1;5;5;Pereira;Oriente;3;11,85
231;9147;5;3;01-02-3330;4/5/2017 0:00:00;3;45;p. m.;1;3;2;1;6;6;Pereira;Rio Otun;2;29,24
232;9147;5;3;01-02-3330;4/5/2017 0:00:00;5;31;p. m.;1;1;2;2;4;4;Pereira;Rio Otun;2;33,13
233;9147;5;5;01-02-3274;5/5/2017 0:00:00;1;32;p. m.;2;3;2;3;4;4;Pereira;Rio Otun;2;49,88
234;9147;5;5;01-02-3274;5/5/2017 0:00:00;2;22;p. m.;1;1;2;1;5;5;Pereira;Rio Otun;2;46,40
236;9147;5;3;01-02-3330;5/5/2017 0:00:00;2;40;p. m.;1;3;2;1;3;3;Pereira;Rio Otun;2;35,07
237;9147;6;2;01-02-3269;5/5/2017 0:00:00;4;0;p. m.;1;1;3;1;4;4;Pereira;Rio Otun;3;122,62
238;9147;6;4;01-02-3367;5/5/2017 0:00:00;5;25;p. m.;1;1;3;1;4;3;Pereira;Rio Otun;3;538,57
240;9147;5;5;01-02-3274;5/5/2017 0:00:00;1;30;p. m.;1;3;2;1;3;3;Pereira;Rio Otun;2;53,36
241;9147;24;4;01-04-0508;5/5/2017 0:00:00;3;44;p. m.;2;3;5;1;2;2;Pereira;Centro;5;50,66
243;9147;47;3;01-09-0217;9/5/2017 0:00:00;3;40;p. m.;1;1;3;1;5;5;Pereira;Villavicencio;3;74,37
244;9147;47;5;01-09-0225;9/5/2017 0:00:00;4;45;p. m.;2;1;3;1;4;4;Pereira;Villavicencio;3;122,82
246;9147;24;2;01-04-0507;6/5/2017 0:00:00;2;31;p. m.;2;3;5;1;2;2;Pereira;Centro;5;69,29
247;9147;24;4;01-04-0508;5/5/2017 0:00:00;4;55;p. m.;2;3;5;2;2;2;Pereira;Centro;5;50,66
248;9147;47;1;01-09-0216;9/5/2017 0:00:00;3;50;p. m.;2;3;3;1;4;4;Pereira;Villavicencio;3;58,67
251;9147;2;4;01-02-3409;6/5/2017 0:00:00;2;0;p. m.;1;3;2;1;4;3;Pereira;Rio Otun;2;33,13
252;9147;2;5;01-02-3569;6/5/2017 0:00:00;3;35;p. m.;1;1;2;1;2;2;Pereira;Rio Otun;2;26,38
253;9147;2;1;01-02-3406;6/5/2017 0:00:00;11;40;a. m.;1;1;2;1;3;3;Pereira;Rio Otun;2;174,87
254;9147;2;4;01-02-3409;6/5/2017 0:00:00;2;0;p. m.;2;1;2;1;1;1;Pereira;Rio Otun;2;38,95
255;9147;2;5;01-02-3569;6/5/2017 0:00:00;3;15;p. m.;1;1;2;1;3;2;Pereira;Rio Otun;2;25,18
256;9147;52;1;01-09-0235;9/5/2017 0:00:00;3;32;p. m.;1;1;3;1;5;5;Pereira;Villavicencio;3;14,37
258;9147;52;4;01-09-0221;10/5/2017 0:00:00;5;10;p. m.;2;3;3;1;1;1;Pereira;Villavicencio;3;77,56
259;9147;52;3;01-09-0131;10/5/2017 0:00:00;3;30;p. m.;1;3;3;1;1;1;Pereira;Villavicencio;3;20,85
260;9147;52;5;01-09-0213;10/5/2017 0:00:00;6;8;p. m.;1;1;3;1;2;2;Pereira;Villavicencio;3;46,27
261;9147;13;1;01-02-0443;5/5/2017 0:00:00;3;30;p. m.;1;3;4;1;5;5;Pereira;Rio Otun;4;105,51
262;9147;13;1;01-02-0443;5/5/2017 0:00:00;3;30;p. m.;1;1;4;1;4;4;Pereira;Rio Otun;4;96,40
263;9147;13;1;01-02-0443;5/5/2017 0:00:00;2;45;p. m.;1;1;4;1;3;3;Pereira;Rio Otun;4;87,28
265;9147;60;3;01-08-1621;9/5/2017 0:00:00;5;0;p. m.;1;1;3;1;3;3;Pereira;Oriente;3;23,60
267;9147;13;4;01-02-0382;6/5/2017 0:00:00;9;50;a. m.;1;1;4;1;2;2;Pereira;Rio Otun;4;188,72
270;2443;62;2;01-08-1263;11/5/2017 0:00:00;4;0;p. m.;1;3;3;1;3;3;Pereira;Oriente;3;20,03
271;9147;27;1;01-04-0846;4/5/2017 0:00:00;5;50;p. m.;2;3;5;1;2;1;Pereira;Centro;5;38,00
273;9147;27;1;01-04-0846;4/5/2017 0:00:00;3;30;p. m.;2;3;5;1;1;1;Pereira;Centro;5;38,00
274;9147;27;2;01-04-0514;6/5/2017 0:00:00;1;0;p. m.;2;1;5;1;4;4;Pereira;Centro;5;60,98
275;9147;27;5;01-04-0850;6/5/2017 0:00:00;11;45;a. m.;2;1;5;1;2;2;Pereira;Centro;5;21,23
276;9147;27;2;01-04-0514;6/5/2017 0:00:00;12;45;p. m.;2;1;5;1;2;2;Pereira;Centro;5;12,29
277;9147;63;2;01-08-3780;10/5/2017 0:00:00;2;15;p. m.;1;3;2;1;4;3;Pereira;Oriente;2;46,63
278;2443;64;1;01-08-3778;11/5/2017 0:00:00;10;42;a. m.;1;1;2;1;4;4;Pereira;Oriente;2;58,02
280;9147;63;2;01-08-3780;10/5/2017 0:00:00;11;13;a. m.;1;3;2;1;3;3;Pereira;Oriente;2;25,99
281;9147;15;4;01-02-0119;6/5/2017 0:00:00;9;40;a. m.;1;1;2;1;6;6;Pereira;Rio Otun;2;24,06
282;9147;31;2;01-02-0810;6/5/2017 0:00:00;12;20;p. m.;1;1;3;1;4;4;Pereira;Rio Otun;3;37,97
283;9147;56;3;01-08-0159;9/5/2017 0:00:00;7;5;p. m.;1;3;3;1;4;4;Pereira;Oriente;3;13,26
284;9147;56;1;01-08-0182;9/5/2017 0:00:00;3;20;p. m.;1;3;3;1;6;6;Pereira;Oriente;3;13,12
285;9147;31;1;01-02-0369;6/5/2017 0:00:00;12;20;p. m.;1;3;2;1;4;4;Pereira;Rio Otun;2;89,28
286;9147;31;1;01-02-0369;11/5/2017 0:00:00;11;47;a. m.;1;1;2;1;4;4;Pereira;Rio Otun;2;89,28
288;9147;56;3;01-08-0159;9/5/2017 0:00:00;5;30;p. m.;1;1;3;1;2;2;Pereira;Oriente;3;12,79
289;9147;56;1;01-08-0182;9/5/2017 0:00:00;4;0;p. m.;2;3;3;1;2;2;Pereira;Oriente;3;12,25
290;9147;56;2;01-08-0190;9/5/2017 0:00:00;4;50;p. m.;1;1;3;2;4;4;Pereira;Oriente;3;18,14
291;9147;14;1;01-02-0451;5/5/2017 0:00:00;5;15;p. m.;1;3;2;2;2;2;Pereira;Rio Otun;2;83,05
292;9147;14;4;01-02-0456;6/5/2017 0:00:00;9;40;a. m.;1;3;2;1;4;4;Pereira;Rio Otun;2;93,02
293;9147;55;1;01-09-0171;10/5/2017 0:00:00;2;5;p. m.;1;3;3;1;2;2;Pereira;Villavicencio;3;16,37
294;9147;53;1;01-09-0196;9/5/2017 0:00:00;3;0;p. m.;1;1;3;1;3;2;Pereira;Villavicencio;3;52,68
295;9147;53;2;01-09-0172;9/5/2017 0:00:00;4;24;p. m.;1;1;3;1;2;2;Pereira;Villavicencio;3;92,26
299;9147;53;3;01-09-0195;10/5/2017 0:00:00;10;7;a. m.;1;1;3;1;3;3;Pereira;Villavicencio;3;104,95
300;9147;55;2;01-09-0185;10/5/2017 0:00:00;2;23;p. m.;1;1;3;1;3;3;Pereira;Villavicencio;3;31,39
304;9147;4;4;01-02-3381;6/5/2017 0:00:00;12;30;p. m.;1;3;4;1;4;4;Pereira;Rio Otun;4;81,45
305;9147;7;5;01-02-3296;9/5/2017 0:00:00;4;49;p. m.;2;3;3;1;2;2;Pereira;Rio Otun;3;34,47
306;9147;7;5;01-02-3296;9/5/2017 0:00:00;5;13;p. m.;1;1;3;2;2;2;Pereira;Rio Otun;3;34,47
307;2443;45;5;01-15-2248;11/5/2017 0:00:00;12;5;p. m.;1;3;4;1;2;2;Pereira;Cuba;4;76,09
308;9147;7;2;01-02-3728;9/5/2017 0:00:00;3;20;p. m.;1;3;3;1;1;1;Pereira;Rio Otun;3;24,96
310;9147;7;4;01-02-3437;9/5/2017 0:00:00;5;10;p. m.;2;3;3;1;3;3;Pereira;Rio Otun;3;86,54
311;9147;16;3;01-02-3395;6/5/2017 0:00:00;10;53;a. m.;1;3;1;3;2;2;Pereira;Rio Otun;1;64,47
313;9147;9;1;01-02-0378;6/5/2017 0:00:00;12;36;p. m.;2;3;3;1;3;3;Pereira;Rio Otun;3;170,15
314;9147;9;2;01-02-0377;9/5/2017 0:00:00;4;22;p. m.;1;1;3;1;3;3;Pereira;Rio Otun;3;142,68
315;9147;9;2;01-02-0377;9/5/2017 0:00:00;4;19;p. m.;1;3;3;3;2;2;Pereira;Rio Otun;3;107,44
319;9147;9;1;01-02-0378;9/5/2017 0:00:00;3;30;p. m.;1;5;3;1;1;1;Pereira;Rio Otun;3;81,29
321;9147;60;2;01-08-1618;9/5/2017 0:00:00;4;15;p. m.;1;1;3;1;3;3;Pereira;Oriente;3;34,61
325;9147;61;1;01-08-1260;10/5/2017 0:00:00;3;20;p. m.;1;3;3;1;1;1;Pereira;Oriente;3;67,61
326;9147;61;1;01-08-1260;10/5/2017 0:00:00;3;0;p. m.;1;3;3;1;2;2;Pereira;Oriente;3;70,69
327;9147;61;2;01-08-1516;10/5/2017 0:00:00;2;54;p. m.;1;1;3;1;3;3;Pereira;Oriente;3;17,75
328;9147;61;2;01-08-1516;10/5/2017 0:00:00;3;30;p. m.;2;3;3;1;2;2;Pereira;Oriente;3;17,37
331;9147;51;2;01-09-0223;11/5/2017 0:00:00;10;30;a. m.;1;1;3;1;3;3;Pereira;Villavicencio;3;259,90
332;9147;52;4;01-09-0221;10/5/2017 0:00:00;4;45;p. m.;3;3;3;1;1;1;Pereira;Villavicencio;3;77,56
333;2443;51;1;01-09-0208;11/5/2017 0:00:00;10;10;a. m.;1;3;3;1;3;3;Pereira;Villavicencio;3;56,40
334;9147;52;3;01-09-0131;10/5/2017 0:00:00;3;20;p. m.;2;3;3;1;2;2;Pereira;Villavicencio;3;22,20
337;9147;52;3;01-09-0131;10/5/2017 0:00:00;3;30;p. m.;1;3;3;1;2;2;Pereira;Villavicencio;3;22,20
339;2443;51;1;01-09-0208;11/5/2017 0:00:00;10;0;a. m.;1;1;3;1;4;4;Pereira;Villavicencio;3;60,73
340;2443;51;3;01-09-0233;11/5/2017 0:00:00;12;15;a. m.;2;3;3;1;1;1;Pereira;Villavicencio;3;16,97
343;9147;132;2;01-10-2174;23/5/2017 0:00:00;1;22;p. m.;1;3;4;1;5;5;Pereira;Olimpica;4;28,97
344;9147;64;1;01-08-3778;11/5/2017 0:00:00;11;20;a. m.;1;1;2;1;4;4;Pereira;Oriente;2;44,70
345;9147;95;4;01-11-0322;20/5/2017 0:00:00;1;40;p. m.;2;3;6;1;1;1;Pereira;Universidad;6;23,22
346;9147;132;1;01-10-2143;24/5/2017 0:00:00;3;10;p. m.;1;3;4;1;5;5;Pereira;Olimpica;4;28,05
348;9147;95;4;01-11-0322;18/5/2017 0:00:00;5;30;p. m.;2;1;6;1;2;2;Pereira;Universidad;6;23,36
349;9147;95;5;01-11-0128;25/5/2017 0:00:00;6;0;p. m.;2;2;6;1;4;2;Pereira;Universidad;6;19,11
350;2443;47;2;01-09-0220;17/8/2017 0:00:00;4;20;p. m.;1;1;3;1;3;3;Pereira;Villavicencio;3;50,87
351;9147;6;3;01-02-3438;9/5/2017 0:00:00;6;0;p. m.;1;1;3;1;3;3;Pereira;Rio Otun;3;57,11
352;9147;11;1;01-02-0463;9/5/2017 0:00:00;12;0;p. m.;1;3;3;1;1;1;Pereira;Rio Otun;3;37,59
354;2443;11;3;01-02-0459;11/5/2017 0:00:00;4;10;p. m.;1;1;3;1;3;3;Pereira;Rio Otun;3;113,95
355;9147;11;2;01-02-0410;10/5/2017 0:00:00;2;10;p. m.;2;3;3;1;1;1;Pereira;Rio Otun;3;58,65
358;6744;11;2;01-02-0410;11/5/2017 0:00:00;2;15;p. m.;1;1;3;1;2;2;Pereira;Rio Otun;3;82,11
362;9147;110;2;01-06-1708;24/5/2017 0:00:00;3;45;p. m.;2;3;6;1;2;2;Pereira;El Jardin;6;13,76
365;9147;118;4;01-06-4305;23/5/2017 0:00:00;5;5;p. m.;2;1;5;1;1;1;Pereira;El Jardin;5;13,41
366;9147;118;4;01-06-4305;23/5/2017 0:00:00;3;45;p. m.;2;2;5;1;4;4;Pereira;El Jardin;5;230,11
367;9147;117;1;01-06-4308;23/5/2017 0:00:00;3;40;p. m.;1;3;5;1;2;2;Pereira;El Jardin;5;7,90
369;9147;117;1;01-06-4308;23/5/2017 0:00:00;3;20;p. m.;1;1;5;1;2;2;Pereira;El Jardin;5;7,90
370;9147;117;1;01-06-4308;23/5/2017 0:00:00;4;45;p. m.;1;1;5;1;3;3;Pereira;El Jardin;5;26,44
372;2443;54;1;01-09-0187;11/5/2017 0:00:00;11;50;a. m.;1;1;3;1;3;3;Pereira;Villavicencio;3;25,17
373;2443;54;1;01-09-0187;11/5/2017 0:00:00;12;0;p. m.;2;1;3;1;2;2;Pereira;Villavicencio;3;23,69
378;2443;39;2;01-15-1844;11/5/2017 0:00:00;1;40;p. m.;2;1;3;1;1;1;Pereira;Cuba;3;28,81
379;2443;39;3;01-15-2289;11/5/2017 0:00:00;2;45;p. m.;1;1;3;1;1;1;Pereira;Cuba;3;12,61
381;9147;47;1;01-09-0216;9/5/2017 0:00:00;2;45;p. m.;3;3;3;1;4;2;Pereira;Villavicencio;3;58,67
383;9147;47;2;01-09-0220;9/5/2017 0:00:00;5;0;p. m.;1;3;3;1;4;4;Pereira;Villavicencio;3;54,67
384;9147;48;1;01-09-0201;10/5/2017 0:00:00;2;30;p. m.;1;5;3;1;6;5;Pereira;Villavicencio;3;55,49
385;9147;48;3;01-09-0218;10/5/2017 0:00:00;4;0;p. m.;1;1;3;1;1;1;Pereira;Villavicencio;3;43,65
386;9147;47;2;01-09-0220;9/5/2017 0:00:00;5;6;p. m.;2;3;3;1;3;2;Pereira;Villavicencio;3;50,87
387;9147;48;1;01-09-0201;10/5/2017 0:00:00;2;25;p. m.;1;3;3;1;4;4;Pereira;Villavicencio;3;48,90
388;9147;47;4;01-09-0232;9/5/2017 0:00:00;4;50;p. m.;2;3;3;1;6;5;Pereira;Villavicencio;3;64,59
389;9147;48;1;01-09-0201;10/6/2017 0:00:00;2;30;p. m.;2;3;3;1;3;3;Pereira;Villavicencio;3;45,61
390;9147;48;3;01-09-0218;10/5/2017 0:00:00;4;0;p. m.;1;1;3;1;5;5;Pereira;Villavicencio;3;59,00
391;9147;7;2;01-02-3728;9/5/2017 0:00:00;6;0;p. m.;1;3;3;1;4;4;Pereira;Rio Otun;3;37,97
394;9147;7;3;01-02-3267;9/5/2017 0:00:00;4;10;p. m.;1;3;3;1;1;1;Pereira;Rio Otun;3;26,22
395;2443;45;4;01-15-2250;11/5/2017 0:00:00;10;15;a. m.;1;3;4;1;5;4;Pereira;Cuba;4;21,66
397;9147;7;4;01-02-3437;9/5/2017 0:00:00;4;55;p. m.;1;3;3;1;5;4;Pereira;Rio Otun;3;122,13
398;2443;45;4;01-15-2250;11/5/2017 0:00:00;10;50;a. m.;1;3;4;1;3;2;Pereira;Cuba;4;25,71
399;2443;45;2;01-15-2239;11/5/2017 0:00:00;11;35;a. m.;1;3;4;1;3;3;Pereira;Cuba;4;17,10
401;9147;7;5;01-02-3296;9/5/2017 0:00:00;5;15;p. m.;1;1;3;1;4;4;Pereira;Rio Otun;3;45,95
402;2443;45;4;01-15-2250;11/5/2017 0:00:00;10;20;a. m.;1;3;4;1;2;2;Pereira;Cuba;4;10,11
403;2443;45;4;01-15-2250;11/5/2017 0:00:00;10;45;a. m.;2;3;4;1;4;4;Pereira;Cuba;4;31,85
405;2443;45;5;01-15-2248;11/5/2017 0:00:00;2;0;p. m.;1;3;4;1;3;3;Pereira;Cuba;4;46,33
407;9147;46;5;01-15-2272;11/5/2017 0:00:00;10;40;a. m.;1;1;4;1;2;2;Pereira;Cuba;4;53,54
408;9147;46;5;01-15-2272;11/5/2017 0:00:00;11;15;a. m.;1;1;4;1;5;5;Pereira;Cuba;4;59,74
409;9147;46;5;01-15-2272;11/5/2017 0:00:00;2;0;p. m.;1;1;4;1;6;6;Pereira;Cuba;4;72,92
410;2443;46;1;01-15-2238;11/5/2017 0:00:00;10;0;a. m.;1;3;4;1;1;1;Pereira;Cuba;4;46,36
414;2443;100;2;01-11-0249;19/5/2017 0:00:00;6;30;p. m.;2;1;6;1;2;2;Pereira;Universidad;6;8,13
415;9147;100;2;01-11-0249;20/5/2017 0:00:00;11;15;a. m.;2;1;6;1;2;2;Pereira;Universidad;6;8,13
416;9147;100;1;01-11-0255;19/5/2017 0:00:00;6;50;p. m.;2;1;6;1;1;1;Pereira;Universidad;6;15,65
418;2443;46;4;01-15-2030;11/5/2017 0:00:00;11;20;a. m.;1;3;4;1;4;3;Pereira;Cuba;4;49,58
419;2443;46;5;01-15-2272;11/5/2017 0:00:00;1;20;p. m.;1;1;4;1;2;2;Pereira;Cuba;4;21,72
421;9147;63;3;01-08-3124;10/5/2017 0:00:00;12;15;p. m.;1;1;2;1;2;2;Pereira;Oriente;2;28,87
423;9147;63;3;01-08-3124;10/5/2017 0:00:00;2;30;p. m.;1;3;2;1;4;4;Pereira;Oriente;2;36,81
426;9147;64;4;01-08-0005;5/5/2017 0:00:00;2;40;p. m.;1;1;2;1;3;3;Pereira;Oriente;2;78,39
427;2443;94;1;01-11-1277;18/5/2017 0:00:00;6;50;p. m.;1;1;6;1;5;5;Pereira;Universidad;6;124,93
